duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
33 minutes,16,Steuart St at Market St,377,Fell St at Stanyan St,5017,3,1993,Male
11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2910,3,1965,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5213,1,1983,Male
9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,439,2,1979,Female
9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1911,2,1985,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,4751,3,1990,Female
21 minutes,81,Berry St at 4th St,368,Myrtle St at Polk St,5556,2,1976,Female
8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4771,2,1986,Male
15 minutes,3,Powell St BART Station (Market St at 4th St),52,McAllister St at Baker St,5497,1,1988,Female
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5033,1,1967,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,4737,2,1986,Male
16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1667,3,1988,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,3106,3,1964,Male
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),73,Pierce St at Haight St,4947,2,1995,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5269,3,1974,Male
9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5233,2,1973,Male
8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4390,2,1983,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5279,1,1977,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5424,2,1971,Male
19 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4752,3,1990,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5269,1,1988,Male
12 minutes,22,Howard St at Beale St,104,4th St at 16th St,5555,2,1985,Male
9 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4772,3,1984,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4771,2,1994,Male
8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4751,2,1979,Male
8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4816,2,1991,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5436,2,1996,Female
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),5300,3,1985,Male
21 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,2900,1,1987,Male
15 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4381,1,1981,Female
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4850,2,1989,Male
11 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5120,2,1992,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4336,3,1984,Male
16 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,4735,2,1980,Male
3 minutes,81,Berry St at 4th St,104,4th St at 16th St,5069,3,1980,Male
5 minutes,22,Howard St at Beale St,321,5th St at Folsom,4452,1,1980,Male
7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5570,2,1976,Male
7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4336,2,1984,Female
9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5262,3,1981,Male
2 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4635,1,1971,Male
10 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5487,2,1985,Female
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4942,3,1986,Male
8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,1367,3,1992,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5296,2,1956,Male
7 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4803,1,1989,Male
6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5024,2,1995,Male
7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4712,2,1981,Male
7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5492,2,1972,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,4768,2,1963,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5468,2,1985,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,5000,2,1992,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),3660,1,1994,Female
15 minutes,16,Steuart St at Market St,76,McCoppin St at Valencia St,4773,2,1986,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,4744,3,1994,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5558,1,1989,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),39,Scott St at Golden Gate Ave,5323,2,1988,Male
8 minutes,22,Howard St at Beale St,321,5th St at Folsom,5482,1,1966,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,5571,1,1990,Female
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5358,1,1977,Male
11 minutes,81,Berry St at 4th St,59,S Van Ness Ave at Market St,5313,1,1979,Male
4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5487,1,1969,Female
4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4939,2,1977,Male
9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4747,2,1980,Male
2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,5431,3,1990,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5489,2,1967,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,4825,2,1994,Male
21 minutes,81,Berry St at 4th St,122,19th St at Mission St,5460,2,1978,Male
4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4604,2,1987,Male
4 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),5436,2,1984,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5460,2,1979,Male
14 minutes,16,Steuart St at Market St,63,Bryant St at 6th St,3660,1,1973,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5205,2,2000,Male
16 minutes,5,Powell St BART Station (Market St at 5th St),116,Mississippi St at 17th St,4586,3,1995,Male
9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,1085,3,1952,Male
13 minutes,16,Steuart St at Market St,81,Berry St at 4th St,48,3,1952,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5474,3,1962,Male
3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5283,2,1977,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4761,3,1993,Male
9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5492,2,1993,Male
12 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4825,2,1980,Male
3 minutes,81,Berry St at 4th St,104,4th St at 16th St,4796,2,1976,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5017,3,1975,Male
137 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5188,3,1971,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),5423,1,1962,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4318,2,1978,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4833,3,1983,Female
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1973,1,1973,Female
8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4978,2,1970,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5108,3,1990,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4937,2,1962,Male
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4970,2,1995,Male
19 minutes,16,Steuart St at Market St,104,4th St at 16th St,430,3,1979,Female
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,3246,2,1958,Male
37 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4966,2,1980,Male
9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5556,1,1988,Male
18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),121,Mission Playground,5485,2,1990,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5374,1,1995,Female
11 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,192,1,1990,Male
8 minutes,22,Howard St at Beale St,47,4th St at Harrison St,5388,2,1942,Male
2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5342,2,1971,Other
6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4996,2,1978,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5033,3,1992,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5506,2,1986,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5108,2,1967,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,5528,2,1986,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5506,2,1987,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,5213,1,1970,Male
8 minutes,81,Berry St at 4th St,37,2nd St at Folsom St,2984,2,1993,Female
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5452,3,1996,Other
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5024,2,1989,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,1790,1,1984,Male
15 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4949,1,1986,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4395,1,1983,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,4821,2,1986,Male
1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4626,2,1902,Female
40 minutes,81,Berry St at 4th St,81,Berry St at 4th St,5283,2,1978,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,4974,3,1988,Male
12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5024,1,1983,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5412,3,1988,Male
6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4715,2,1994,Male
2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5023,3,1991,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5492,3,1987,Male
15 minutes,81,Berry St at 4th St,88,11th St at Bryant St,3375,1,1992,Female
3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,1450,2,1970,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5444,1,1990,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4351,2,1984,Male
10 minutes,81,Berry St at 4th St,42,San Francisco City Hall (Polk St at Grove St),5335,1,1972,Male
8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4981,2,1971,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5462,2,1992,Male
13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4963,1,1974,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4943,1,1992,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,4852,1,1997,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5388,2,1981,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,5057,2,1983,Male
8 minutes,81,Berry St at 4th St,349,Howard St at Mary St,4445,3,1990,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4659,2,1981,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,5018,2,1988,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,5436,2,1991,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5302,3,1987,Male
11 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5035,3,1985,Female
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,2451,3,1989,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4611,3,1980,Male
16 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5492,2,1989,Female
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,1450,2,1972,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5355,1,1978,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),3066,2,1985,Female
12 minutes,22,Howard St at Beale St,60,8th St at Ringold St,193,2,1987,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4939,2,1996,Male
8 minutes,22,Howard St at Beale St,19,Post St at Kearny St,5036,2,1972,Male
15 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,5020,1,1978,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5142,1,1991,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2743,2,1985,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,430,3,1965,Female
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,184,1,1979,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,3210,2,1989,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),306,2,1979,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2548,2,1978,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1591,1,1991,Male
6 minutes,16,Steuart St at Market St,19,Post St at Kearny St,4801,2,1988,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,1710,1,1990,Female
9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4336,2,1986,Male
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1976,2,1988,Male
9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5024,1,1987,Female
12 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5004,1,1975,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1191,2,1990,Female
18 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4435,2,1991,Female
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4422,2,1988,Male
4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,3447,1,1980,Female
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,2046,2,1973,Male
14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,766,2,1978,Female
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4975,2,1993,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5025,2,1986,Female
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5159,2,1975,Male
8 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5193,3,1957,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5374,2,1994,Female
5 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4381,2,1980,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2039,2,1987,Female
12 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5565,2,1966,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5265,1,1995,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4809,2,1976,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5444,2,1990,Male
14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,500,2,1985,Female
12 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5217,3,1985,Female
4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4821,1,1987,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,3115,3,1990,Female
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5416,2,1984,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2231,2,1989,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4931,2,1984,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1064,2,1987,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1644,1,1985,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5024,2,1986,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5226,2,1979,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,624,1,1990,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5385,1,1995,Female
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4947,3,1971,Male
11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2584,3,1990,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4939,1,1963,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3071,1,1989,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3442,2,1982,Female
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,1846,1,1973,Male
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),27,2,1974,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4358,3,1986,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),192,1,1981,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4715,1,1987,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,140,3,1989,Female
12 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5448,2,1953,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2193,2,1991,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4959,2,1995,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,1664,1,1989,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,3385,3,1987,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,1104,3,1990,Male
12 minutes,22,Howard St at Beale St,79,7th St at Brannan St,5314,1,1991,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,47,3,1983,Male
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1321,2,1981,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3592,2,1982,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1423,2,1990,Female
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,2970,1,1977,Male
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,4464,1,1979,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4726,2,1987,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4877,2,1988,Female
12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4572,2,1978,Female
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1615,2,1991,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),1708,1,1991,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5573,1,1983,Male
8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2054,3,1993,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3115,2,1971,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4812,2,1973,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5017,3,1978,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4825,2,1988,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5233,2,1986,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5371,1,1988,Male
21 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,2125,1,1993,Female
22 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,498,1,1993,Female
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2548,1,1984,Male
3 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,5162,2,1990,Female
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1481,1,1987,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4773,1,1970,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5039,2,1987,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),101,15th St at Potrero Ave,5425,1,1987,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5276,2,1986,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),116,Mississippi St at 17th St,5537,2,1983,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4656,2,1983,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5565,2,1982,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4675,3,1975,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4943,2,1994,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,1851,2,1974,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4953,3,1980,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4928,2,1951,Male
4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4400,3,1981,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4407,3,1983,Male
5 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5272,2,1988,Male
13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4586,2,1985,Female
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4961,1,1984,Female
4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5062,3,1995,Male
6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5381,2,1958,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5441,1,1980,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1686,2,1983,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,4639,3,1980,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4981,2,1987,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3663,2,1973,Female
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,4635,3,1986,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5304,3,1989,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4659,1,1986,Female
